40.874333539,-73.879342175
40.591817109,-74.160138657
40.604167893,-73.938729324
40.731936711,-73.783492314
40.563058229,-74.110103909
40.763376538,-73.877785164
40.817152637,-73.821857705
40.817709829,-73.923973014
40.739780713,-73.811274818
40.567559329,-74.133740771
40.664541779,-73.777886117
40.673358361,-73.890477543
40.679890713,-73.853302671
40.719193178,-73.99689179
40.619257899,-73.901837258
40.700660501,-73.896271601
40.83173741,-73.852480049
40.534839139,-74.154990751
40.766937363,-73.986434779
40.745957018,-73.920038142
40.789322945,-73.850194184
40.629539211,-74.124386408
40.587376549,-73.969625112
40.61309377,-73.996291631
40.744942883,-73.867912577
40.638313658,-74.07844135
40.810262127,-73.914332723
40.675804557,-73.891108032
40.720990299,-73.986952799
40.638067014,-74.031849293
40.584391111,-73.973269882
40.619555496,-73.91726465
40.632350242,-73.936534567
40.595359159,-73.738741336
40.733843532,-73.807795197
40.623970243,-74.016611852
40.68675975,-73.846126556
40.661009074,-73.768068799
40.640113631,-73.899594202
40.824085822,-73.948885824
40.788177767,-73.967229547
40.621259416,-73.993693992
40.744287324,-73.895005539
40.663477133,-73.87434569
40.660404482,-73.960627937
40.826123035,-73.938904354
40.654261404,-73.91460512
40.831352617,-73.860886083
40.59496449,-74.08694588
40.711757449,-74.006991985
40.720770598,-73.846430436
40.625756405,-73.967327302
40.577682835,-74.008857065
40.708746766,-73.802125321
40.575520156,-73.994850222
40.698934025,-73.912798799
40.598198945,-73.952407626
40.709508223,-73.767503285
40.717811113,-73.959901404
40.845803081,-73.829837399
40.635237798,-74.015209506
40.613305542,-73.917185953
40.633125054,-73.955791006
40.832474476,-73.917180578
40.817279774,-73.906483892
40.74542959,-73.868687529
40.51550333,-74.201747272
40.900416141,-73.844742073
40.762774043,-73.797051792
40.628913456,-74.108036578
40.610159004,-74.146968369
40.614651971,-73.936803521
40.756727589,-73.884633807
40.585597221,-74.093010951
40.881766967,-73.906877774
40.551991436,-74.142313548
40.770127911,-73.957404104
40.884866757,-73.878473184
40.76853446,-73.770304503
40.845577668,-73.917099206
40.746246334,-73.89722557
40.702828312,-73.767934129
40.734858787,-73.755518092
40.754325629,-73.878985652
40.686545334,-73.727440645
40.622437029,-73.964223776
40.604405052,-74.068998541
40.733953465,-73.803006667
40.838595447,-73.87740485
40.839095705,-73.843920241
40.641989961,-73.931779828
40.720068614,-73.993479017
40.798950483,-73.939286861
40.706837452,-73.968391252
40.82423911,-73.942194083
40.706490351,-73.76014869
40.685654129,-73.803232283
40.684027999,-73.824538948
40.746754576,-73.981588414
40.880930067,-73.84981058
40.678097931,-73.884196588
40.701596533,-73.741195825
40.786823562,-73.949188876
40.690600181,-73.971352218
40.703415714,-73.94255492
40.704093137,-73.918869299
40.598557686,-73.944445617
40.643313096,-73.947791939
40.718686531,-73.940492718
40.615723314,-73.9974585
40.722797981,-73.851956357
40.780480859,-73.956852249
40.637251553,-74.12736971
40.697256229,-73.986109961
40.668546836,-73.839150108
40.654856615,-73.885682141
40.753271926,-73.864449141
40.684772328,-73.774418614
40.831786127,-73.930522836
40.849448639,-73.918410081
40.608873574,-73.952677335
40.856588801,-73.905571881
40.636549402,-74.108102986
40.546899985,-74.148671509
40.698655052,-73.903714687
40.530181045,-74.163016307
40.713285085,-73.764828009
40.648698588,-73.954800487
40.686654997,-73.979812957
40.694199854,-73.820790637
40.734019393,-73.984774447
40.688925254,-73.794997656
40.833194093,-73.880247925
40.581682946,-74.089794242
40.89070696,-73.907552443
40.591569467,-74.156598671
40.611194517,-74.070907233
40.683581925,-73.821828733
40.725168327,-74.007318095
40.826839796,-73.939644428
40.854038558,-73.884045707
40.722867325,-73.733446848
40.68077534,-73.90672218
40.738379426,-73.862581349
40.696095458,-73.962644389
40.719156299,-73.983100359
40.833913009,-73.945315154
40.84541411,-73.81603883
40.716365868,-73.992418822
40.687112724,-73.976401774
40.875973276,-73.835798915
40.692571175,-73.927984995
40.751866686,-73.893221445
40.615061395,-74.137963685
40.6479675,-73.959550581
40.699868955,-73.825103142
40.574063581,-74.096306573
40.650208746,-73.928733452
40.739734438,-73.820090787
40.619610981,-74.019957127
40.547694711,-74.21234054
40.699023038,-73.914371073
40.769067005,-73.96110162
40.659803034,-73.980877136
40.744356886,-73.949138259
40.860514249,-73.86709739
40.630367785,-73.930541574
40.594352081,-74.087366371
40.828157578,-73.921886985
40.712567869,-73.732986641
40.63490477,-73.979010743
40.833272533,-73.912575758
40.725261456,-73.990097982
40.645665729,-73.972596704
40.609879693,-73.928978193
40.563083899,-74.15656069
40.77609886,-73.816118387
40.669182063,-73.900945498
40.824280032,-73.94740788
40.81463604,-73.920349409
40.74239378,-73.954231702
40.762978055,-73.874768046
40.821768985,-73.911994716
40.871404763,-73.893072884
40.635548069,-74.133714898
40.74325935,-73.857850975
40.758110896,-73.993724356
40.718204713,-73.990477811
40.753183798,-73.855184153
40.847535845,-73.941440105
40.858677804,-73.905919575
40.7499867,-73.815266517
40.626215537,-74.104844026
40.729479889,-73.792293136
40.706694889,-73.809348666
40.701831313,-73.982830653
40.730196481,-74.010443252
40.665110173,-73.864577833
40.605656398,-73.95911524
40.696358973,-73.962698335
40.705624952,-73.927444306
40.878305325,-73.837069649
40.701375439,-73.791872176
40.658815521,-73.848479699
40.725944569,-73.816491287
40.685957501,-73.978046379
40.753090902,-73.997648168
40.637156533,-73.961729776
40.828415998,-73.843909158
40.849628291,-73.887295663
40.595303479,-73.770511519
40.623631045,-73.996809781
40.787912148,-73.7888463
40.794794446,-73.964304515
40.775942287,-73.982259131
40.594161338,-73.762262527
40.747760603,-74.002271534
40.817356155,-73.909330682
40.750978804,-73.770199011
40.80912441,-73.955659662
40.706947468,-73.90764137
40.772420605,-73.894596537
40.7174423,-73.957084248
40.677287401,-73.92659546
40.698317848,-73.981760468
40.698134707,-73.962297036
40.601721953,-73.993432953
40.904870255,-73.850599375
40.758794076,-73.972940007
40.822503382,-73.817410108
40.665512241,-73.756932946
40.573216436,-74.101521186
40.685139187,-73.933985611
40.776283269,-73.91557876
40.648206469,-73.91106327
40.679681554,-73.892569081
40.630206139,-73.94649802
40.859552773,-73.927977717
40.777482908,-73.988830102
40.818256195,-73.851006981
40.593556533,-74.093767385
40.870599459,-73.87055193
40.585766517,-73.974410622
40.865458223,-73.85628822
40.845256335,-73.822194479
40.72503329,-73.739593131
40.611163011,-73.983196126
40.755884222,-73.827027914
40.683198858,-73.760484853
40.583904777,-73.936879418
40.676023644,-73.893512315
40.575806053,-74.082842425
40.669971005,-73.77090709
40.591356081,-73.790436383
40.636693715,-74.146360248
40.618097826,-74.164560168
40.678631318,-73.794430818
40.689154133,-73.990705522
40.877584835,-73.852363863
40.674193811,-73.85647684
40.742461982,-73.904365913
40.668115648,-73.733972054
40.862199783,-73.893872193
40.848378344,-73.817733065
40.847019148,-73.847620897
40.629934383,-74.040059492
40.772397455,-73.949708946
40.801434154,-73.964987224
40.756202691,-73.861613329
40.755117137,-73.872303139
40.5895334,-73.979478664
40.76444673,-73.891215807
40.727502358,-73.900299582
40.871172508,-73.847590858
40.724177248,-74.010225842
40.732356093,-73.984940805
40.693670196,-73.917385445
40.845835558,-73.920846977
40.793341769,-73.825229569
40.76989651,-73.889867506
